id,date,date_unixtime,professor_id,professor_name_clean,department,course_name_clean,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,grading_status,attendance_status,comment_clean,sentiment,cluster
895,,,164,امید محمدیان,,ورزش 1 شطرنج,9,10,10,8,8,10,نامشخص,نامشخص,امید محمدیان تربیت_بدنی ورزش ۱ شطرنج منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی گروه واتس اپ تشکیل می دهند ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد خیلی خوبی هستند با حوصله مفاهیم پایه رو توضیح میدن اگه ارائه بدین سر کلاس تاثیر مثبت تو نمره میزاره در کل خوب نمره میدن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,2
896,,,1091,معصومه احمدی,,آز فیزیک 1,10,8,8,10,10,10,نامشخص,نامشخص,معصومه احمدی فیزیک آز فیزیک 1 منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 8 توانایی انتقال مطالب و نکات مهم درس 8 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی تلگرام ترمی که دانشجو با این استاد کلاس داشته مهر 1400 توضیحات نمیشه نمره خوبی ازش گرفت معلوم نیست گزارش کار و امتحانارو چجور صحیح میکنه فکر کنم با سخت گیری خیلی زیاد آخر سرم شیفتی چیزی نمیدن پیشنهادم اینه سمت این استاد نری برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
897,,,955,محمد شیروانی,,اندیشه2,8,10,10,9,10,10,نامشخص,نامشخص,محمد شیروانی معارف اندیشه۲ منابع آموزش یک کتاب مرجع معرفی میکنه اما تدریسشون لزوما از اون و سرفصل هاش نیست حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن این ترم با کار امتیازی که داشتن نمرشون رو از ۲۴ حساب کردن ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی تلگرام ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات بسیار محترم و خوش برخورد بسیار روشن فکر شاید فکر کنید چون روحانی هستن متعصبن و نمیشه با آزادی بیان صحبت کرد باهاشون اما واقعاا نگاه منطقی و بی تعصبی دارن و بسیار روان و آزاداندیشانه صحبت میکنن به فعالیت و مشارکت اهمیت میدن اما اگر فعالیتتون هم زیاد نباشه میشه به راحتی ۲۰ رو گرفت کتاب معرفی کردند اما برای پایان ترم ۷۰ سوال با جواب دادن و از همونا امتحان گرفتن درکل بهه شدت پشنهاد میکنم برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
898,,,628,سمیه سعیدی نژاد,,ریاضی عمومی 2,9,10,7,9,10,10,نامشخص,نامشخص,سمیه سعیدی نژاد ریاضی ریاضی عمومی ۲ منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 7 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد مطالب رو تماما توضیح میدند یکم محض گونه تدریس میکنند امتحان های مجازیشون بشدت سخته و بالاتر از سطح جزوس ولی میگفتن در حضوری ازمون ها اسون تر بوده چندین آزمون میگیرین ک نمرات پخش میشه سخت گیری دارن اما سخت گیری در نهایت به نفع هستش در پایان هم نمرات رو یکم شیفت دادن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
899,,,257,جواد وحیدی,,بهینه سازی غیر خطی,10,10,10,10,10,10,نامشخص,نامشخص,جواد وحیدی ریاضی بهینه سازی غیر خطی منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی واتس اپ ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
900,,,563,زهره مستقیم,,مبانی ترکیبیات _ جبر,10,10,10,9,10,10,منصفانه,نامشخص,زهره مستقیم ریاضی مبانی ترکیبیات _ جبر منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
901,,,1054,مرتضی گرشاسبی,,آز ریاضی _ معادلات دیفرانسیل با مشتقات جزئی,10,10,10,10,8,10,منصفانه,نامشخص,مرتضی گرشاسبی ریاضی آز ریاضی _ معادلات دیفرانسیل با مشتقات جزئی منابع آموزش در حین تدریس جزوه می نویسیم حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
902,,,628,سمیه سعیدی نژاد,,ریاضی 2 معادلات دیفرانسیل,10,10,10,8,9,8,منصفانه,نامشخص,سمیه سعیدی نژاد ریاضی ریاضی 2 معادلات دیفرانسیل منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 8 راه ارتباطی ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد بسیار منضبط و خوش برخوردی هستن سطح علمی بالایی دارن و تدریسشون خوبه در ابتدای ترم یک برنامه می دن که در اون بودجه بندی کوییزها و تکالیف و میانترم و پایان ترم از مجموع 100 نمره مشخص شده و دانشجو باید کم کم در طول ترم امتیاز جمع کنه و فقط پایانترم تعیین کننده نیست کوییزها به صورت آنلاین و البته سخت بودن بعد از هر کوییز افسردگی می گرفتیم علاوه بر مثال هایی که استاد سر کلاس حل می کردن کلاس حل تمرین و ta هم داشتن اگر درس رو مرتب در طول ترم فالو کنید و یادگیری براتون در اولویت باشه می تونید نمره قابل قبولی بگیرید برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
903,,,488,رحمان فرنوش,,آمار و احتمال,10,10,10,10,10,10,نامشخص,نامشخص,رحمان فرنوش ریاضی آمار و احتمال منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات خیلی خوبه برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,2
904,,,158,الهام فتاحی,,ریاضی 2,10,9,8,6,6,7,منصفانه,نامشخص,الهام فتاحی ریاضی ریاضی 2 منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 9 توانایی انتقال مطالب و نکات مهم درس 8 نحوه مدیریت کلاس نظم و زمان 6 پاسخگویی حضوری و غیرحضوری 6 آداب و رفتار اجتماعی با دانشجویان 7 راه ارتباطی تلگرام ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات سخت نمره میدن و خیلی روی تمرین ها حساس هستن و برای پاس شدن حتما باید همه تمریناشونو بفرستید چون امتحان هاشون سخته و نمیشه خیلی نمره خوبی گرفت با اینحال نمره رو بین چند تا امتحان پخش کردن و پاس شدن با این استاد کار خیلی سختی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
905,,,134,اسدالله اقاجانی,,معادلات دیفرانسیل,9,10,6,6,9,3,نامشخص,نامشخص,اسدالله اقاجانی ریاضی معادلات دیفرانسیل منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 6 نحوه مدیریت کلاس نظم و زمان 6 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 3 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات اصلا اونقدری که ازشون تعریف میکردند خوب نبودند درس دادنشون رضایت بخش بود و هر هفته تکلیف میدادند اما نمره دادنشون خیلی بد بود و اصلا پاسخگوی اعتراض ها نبودند برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
906,,,1076,مسعود گودرزی,,شیمی فیزیک ترمودینامیک,10,6,3,10,10,7,نامشخص,نامشخص,مسعود گودرزی مهندسی_مواد شیمی فیزیک ترمودینامیک منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 6 توانایی انتقال مطالب و نکات مهم درس 3 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 7 راه ارتباطی از طریق واتساپ ایمیل و حضوری در دانشکده در دسترس هستند ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات بین استاد هایی که ترمودینامیک ارائه میدادن این ترم نمره دهیشون خیلی بهتر بود اما چنتا نکته هست اول اینکه حضور غیاب خیلی مهمه و به شدت تاثیر داره توی نمره پایانی دوم فعالیت کلاسی خیلی خیلی موثره برای نمره گرفتن چون ترمو درس سختیه و نمره بالا گرفتن ازین درس کار هرکسی نیست پس اگه با ایشون داشتید باید فعال باشید و یوال بپرسید سر کلاس سوم اینکه استاد مشتاق سوال پرسیدن هستند ولی یخورده مودیه یه روز خوبه یه روز بدددد اخلاقشم انچنان خوب نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
907,,,553,زهرا تندپور,,آمار مهندسی,10,10,10,10,7,8,نامشخص,نامشخص,زهرا تندپور مهندسی_راه_آهن آمار مهندسی منابع آموزش در حین تدریس جزوه می نویسیم حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 7 آداب و رفتار اجتماعی با دانشجویان 8 راه ارتباطی گروه واتساپ زدن ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات تاموقعی ک مجازی بود جزوه آماده میدادن از وقتی حضوری شد باید خودمون مینوشتیم ۵ نمرہ میان ترم ۱۲ نمرہ پایان ترم ۲ نمرہ فعالیت ۱ نمرہ تمرین کلا ۲ دفعه تمرین دادن متاسفانه چهار پنج نفر نمره بالای ۱۸ گرفتن و ۷۰ درصد کلاس زیر ۱۴ نمره گرفتن و بعضا چندین نفر افتادن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
908,,,309,حمیدرضا احدی,,اقتصاد مهندسی,10,10,10,10,10,10,منصفانه,نامشخص,حمیدرضا احدی مهندسی_راه_آهن اقتصاد مهندسی منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ahadi iust gmail com ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات ی کار کلاسی و ی پروژه تو کل ترم میدن تقریبا پروژه مهم ترین بخش درسشون هست و حدود ۲ ماه برای پروژه وقت میدن امتحان میان ترم نگرفتن ولی پایان ترم ۹ تا سوال دادن بالاترین نمره ها تو کلاس ۱۶ و ۱۶ ۴ و ۱۶ ۷ بود اکثریت نمره ها طرفای ۱۲ بود و تقریبا نمره ای که دادن نسبت به تلاشی که دانشجوها برای پروژه کردن خیلی کم بود برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
909,,,1116,مهدی داراب,,خواص الکترونی,6,5,4,7,10,10,منصفانه,نامشخص,مهدی داراب مهندسی_مواد خواص الکترونی منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 6 دانش عمومی 5 توانایی انتقال مطالب و نکات مهم درس 4 نحوه مدیریت کلاس نظم و زمان 7 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
910,,,1002,محمدرضا زمانی,,فیزیک 2,8,6,7,9,4,3,نامشخص,نامشخص,محمدرضا زمانی فیزیک فیزیک 2 منابع آموزش در حین تدریس جزوه می نویسیم حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 6 توانایی انتقال مطالب و نکات مهم درس 7 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 4 آداب و رفتار اجتماعی با دانشجویان 3 راه ارتباطی گروه تلگرام و ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات یک میانترم و پایانترم مشترک دارن که ۱۸ نمره رو تشکیل میده تمرین و پروژه معمولا توی تلگرام پاسخ میدن ولی نه پاسخی که راضی کننده باشه تی ای خوبی ندارن و سطح سوالاتی که حل میکنن خیلی تخیلیه و ممکنه کلاساش اذیت کننده و وقت گیر باشه سطح سوالات در حد جزوه بود و فراتر از هالیدی موقع ارزشیابی اساتید هم یه متن بالا بلند فرستادن که بطور خلاصه میگفت همونجوری به ما نمره بدید که دوست دارید از ما نمره بگیرید ولی این یک تله بود و خیلیا رو انداختن یا با نمره نه چندان جالب پاس کردن واقعا نمیدونم فقط همین یک ترم اینجوری شده یا قراره ترمای بعدیم همینجوری پیش بره برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
911,,,628,سمیه سعیدی نژاد,,ریاضی 1_ریاضی 2_معادلات دیفرانسیل,10,10,9,10,10,10,نامشخص,نامشخص,سمیه سعیدی نژاد ریاضی ریاضی 1_ریاضی 2_معادلات دیفرانسیل منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 9 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات فقط بگم این ترم بهترین استاد دانشکده ریاضی بودن حتی از اقاجانی مشهدی و نیک ازاد و هم خیلی بهتر بودن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,2
912,,,235,تورج نیک آزاد,,معادلات دیفرانسیل,10,10,5,10,7,10,نامشخص,نامشخص,تورج نیک آزاد ریاضی معادلات دیفرانسیل منابع آموزش در حین تدریس جزوه می نویسیم حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 5 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 7 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ta ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد خوش برخوردی هستن و دوتا میانترم مجازی گرفتن که ۱۷ نمره میشد واسه امتحان پایانی هم یک سوال از سری ها دادن که تقریبا جوابش ۳ یا ۴ ص میشد ولی اصلاااا خوب تصحیح نکردن و گویا درصورتی نمره میگرفتید که از روش خودشون میرفتید در کل رنج نمرات راضی کننده نبود و نسبت به اعتراض هم واکنش خوبی ندادن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
913,,,628,سمیه سعیدی نژاد,,معادلات دیفرانسیل,9,10,9,9,8,9,نامشخص,نامشخص,سمیه سعیدی نژاد ریاضی معادلات دیفرانسیل منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 9 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 9 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات بسیار خوش برخورد و خوش اخلاقن از فصل اول دو تا تمرین ولی از هرکدوم از بقیه فصول یک تمرین دادن نمره رو بین کوئیزها و تمرینات و امتحان پخش کردن و همه نمره رو نزاشتن برای امتحان پایانی و فصل بد قلق سری توانی رو برای پایانی حذف کردن چه مجازی و چه حضوری بی نظیر بودن از لحاظ تدریس چون معادلات درس مهمیه پیشنهاد میکنم با ایشون بردارین تا کامل درس رو بفهمید و یاد بگیرید جزوه کاملی دارن و منبع خوبی برای مطالعه هست ولی تمرین های زیادی میدن و واقعا سخت هم هستن تمریناشون به طوری ک گاها حتی نرم افزار هم نمیتونست درست جواب سوال رو بده شدیدا پیشنهاد میکنم برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
914,,,628,سمیه سعیدی نژاد,,ریاض 2 معادلات,8,10,7,10,5,10,منصفانه,نامشخص,سمیه سعیدی نژاد ریاضی ریاض ۲ معادلات منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 7 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 5 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد از نظر تدریس استاد خوبی هستند و روش کارشون اینجوریه که نمره رو بین تکالیف و کوییز ها و میان ترم و پایان ترم پخش میکنن تعداد زیاد و سختی بیش از حد کوییز ها اذیت کننده میشه در طول ترم تکالیف درس معادلات هم به نسبت سخت بودن اما در نهایت نمره خودتون رو میدن و تو نمره دادن اذیت نمیکنن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
915,,,628,سمیه سعیدی نژاد,,معادلات دیفرانسیل,10,10,10,10,10,10,منصفانه,نامشخص,سمیه سعیدی نژاد ریاضی معادلات دیفرانسیل منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد به شدت مهربون و خوش برخورد هستند درس دادنشون خیلی عالیه نمره دهی هم اینطوری بود که کوییز و تکالیف زیاد بود ولی خب این به سود دانشجو بود و واقعا دانشجو یاد میگیره ولی خب کوییزاش خیلی سخت بود و اینکه نمره همشون بین تکالیف و کوییزا پخش بود خیلی خوب بود نمره دهیشونم که به شدت دقیق بود ولی در اخر یکم شیفت دادند و با درس خواندن در طول ترم در حد معمولی هم حتی میشه نمره خوبی از ایشون گرفت و به شدت پیشنهاد میکنم برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
916,,,537,روح الله عشیری,,علم مواد صنایع,6,10,3,1,8,10,منصفانه,نامشخص,روح الله عشیری مهندسی_مواد علم مواد صنایع منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 6 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 3 نحوه مدیریت کلاس نظم و زمان 1 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1400 توضیحات استاد سختگیری هستند و از یک فایل پاورپونت ۴۰۰ ۵۰۰ اسلایدی تدریس میکنن ۲ امتحان میانترم میگیرن ولی مطالب حذف نمیشن فعالیت کلاسی مهمه و چون امتحاناشون سخته باید از فعالیت کلاسی نمره بگیرید کلاس در تعطیل رسمی هاهم برقرار بود و کسایی که شرکت میکردن مثبت میگرفتن امتحان پایانی خیلی سخت بود و تستی تشریحی بود و سوالای تستی ۵ گزینه ای بودن و نمره منفی هم داشت در آخر همه نمره پاس شدن رو گرفتن و رنج نمرات بین ۱۰ تا ۱۸ بود در کل نسبت به مریم صالحی که این ترم استاد یک کلاس علم مواد بود خیلی سخت گیرتر بودن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
